PERMIT_NUMBER,NAME,LOCATION_NAME,ADDRESS,LATITUDE,LONGITUDE,CITY_NAME,ZIP_CODE,CURRENT_GRADE,CURRENT_DEMERITS,SEARCH_TEXT
PR0105596,MOLLY'S FORT APACHE BAR,MOLLY'S FORT APACHE,4970 S FORT APACHE,36.0981862,-115.2971958,Las Vegas,89145,A,3,MOLLY'S FORT APACHE BAR MOLLYS FORT APACHE BAR
PR0105597,MOLLY'S TAVERN SNACK BAR,MOLLY'S TAVERN,6935 N DURANGO 100,36.1744107,-115.2778899,Las Vegas,89131,A,3,MOLLY'S TAVERN SNACK BAR MOLLYS TAVERN SNACK BAR
PR0105598,MOLLY'S TAVERN BAR,MOLLY'S TAVERN,6935 N DURANGO 100,36.1744107,-115.2778899,Las Vegas,89131,A,0,MOLLY'S TAVERN BAR MOLLYS TAVERN BAR
PR0105639,FAT DUMPLING,CTR@SPR MTN-FAT DUMPLING,3959 SPRING MOUNTAIN Rd,36.1263556,-115.1924749,Las Vegas,89102,A,0,FAT DUMPLING FAT DUMPLING
PR0105640,FAT DUMPLING SERVICE BAR,CTR@SPR MTN-FAT DUMPLING,3959 SPRING MOUNTAIN Rd,36.1263556,-115.1924749,Las Vegas,89102,A,0,FAT DUMPLING SERVICE BAR FAT DUMPLING SERVICE BAR
PR0105656,ROLLIN SMOKE BARBEQUE BBQ,ROLLIN SMOKE BARBEQUE,3185 S Highland Dr 2-3,36.131979,-115.177114,Las Vegas,89109,A,0,ROLLIN SMOKE BARBEQUE BBQ ROLLIN SMOKE BARBEQUE BBQ
PR0105658,SPRINGSTONE LAKES SCHOOL KITCHEN,SPRINGSTONE LAKES MONTESSORI SCHOOL,2750 LAKE SAHARA Dr,36.1405622,-115.2828014,Las Vegas,89117,A,0,SPRINGSTONE LAKES SCHOOL KITCHEN SPRINGSTONE LAKES SCHOOL KITCHEN
PR0105660,SOUTH POINT BUFFET SERV BAR PORTABLE,South Point Hotel & Casino,9777 Las Vegas Blvd,36.0121912,-115.1739932,Las Vegas,89183-4013,A,3,SOUTH POINT BUFFET SERV BAR PORTABLE SOUTH POINT BUFFET SERV BAR PORTABLE
PR0105664,SOUTHWEST DINER CATERING,Southwest Diner,761 Nevada Hwy,35.9743852,-114.8403449,Boulder City,89005-2335,A,3,SOUTHWEST DINER CATERING SOUTHWEST DINER CATERING
PR0105669,DOTTY'S #72 SNACK BAR,Dotty's,1631 N Rancho Dr,36.1891981,-115.1874574,Las Vegas,89106-1018,A,0,DOTTY'S #72 SNACK BAR DOTTYS 72 SNACK BAR
PR0105671,702 TACOS - PUSF,702 TACOS,4820 W CHARLESTON Blvd,36.1595564,-115.2070847,Las Vegas,89146,A,8,702 TACOS - PUSF 702 TACOS  PUSF
PR0105674,OASIS ASIAN KITCHEN,OASIS ASIAN KITCHEN,4011 S BUFFALO Rd B106,36.116538,-115.262138,Las Vegas,89147,A,0,OASIS ASIAN KITCHEN OASIS ASIAN KITCHEN
PR0105678,FRESHEX.COM/NUEVO KITCHEN/FIXTFOOD.COM,FRESHEX.COM/NUEVO KITCHEN/FIXTFOOD.COM,121 E SUNSET,36.069925,-115.166316,Las Vegas,89119,A,8,FRESHEX.COM/NUEVO KITCHEN/FIXTFOOD.COM FRESHEXCOMNUEVO KITCHENFIXTFOODCOM
PR0105688,ARIZONA CHARLIES PORTABLE BAR #2,Arizona Charlie's,740 S Decatur Blvd,36.1634312,-115.2072287,Las Vegas,89107-3907,A,0,ARIZONA CHARLIES PORTABLE BAR #2 ARIZONA CHARLIES PORTABLE BAR 2
PR0105691,SLS CLEO PREP KITCHEN,SLS LAS VEGAS,2535 S LAS VEGAS Blvd,36.1423378,-115.1563054,Las Vegas,89109-1137,A,0,SLS CLEO PREP KITCHEN SLS CLEO PREP KITCHEN
PR0105692,SLS 800 WAREWASH,SLS LAS VEGAS,2535 S LAS VEGAS Blvd,36.1423378,-115.1563054,Las Vegas,89109-1137,A,0,SLS 800 WAREWASH SLS 800 WAREWASH
PR0105697,MONTA CHAYA,MONTA CHAYA,9310 S EASTERN 116,36.0194669,-115.117383,Henderson,89123,A,8,MONTA CHAYA MONTA CHAYA
PR0105712,PLAYAS DE DIOS SEASONAL (4/1/13 - 12/1/13),PLAYAS DE DIOS SEASONAL,2505 E STEWART Ave,36.16674,-115.1150962,Las Vegas,89101,O,0,PLAYAS DE DIOS SEASONAL (4/1/13 - 12/1/13) PLAYAS DE DIOS SEASONAL 4113  12113
PR0105716,SUPER 8 SNACK BAR,SUPER 8 MOTEL,1213 S LAS VEGAS Blvd,36.156055,-115.14828,Las Vegas,89104,A,3,SUPER 8 SNACK BAR SUPER 8 SNACK BAR
PR0105717,COCO #6052 PREP/STORAGE,COCOS #6052,169 E Tropicana Ave,36.1003585,-115.1652072,Las Vegas,89109-7306,A,3,COCO #6052 PREP/STORAGE COCO 6052 PREPSTORAGE
PR0105718,TERIYAKI BOY HEALTHY GRILL,TERIYAKI BOY HEALTHY GRILL,4441 E BONANZA 105,36.173037,-115.078417,Las Vegas,89110,A,8,TERIYAKI BOY HEALTHY GRILL TERIYAKI BOY HEALTHY GRILL
PR0105720,WALMART#1559 UTILITY ROOM,Walmart,201 N Nellis Blvd,36.16421,-115.062403,Las Vegas,89110-5321,A,0,WALMART#1559 UTILITY ROOM WALMART1559 UTILITY ROOM
PR0105731,INDIA PALACE BUFFET,INDIA PALACE,505 E Twain Ave,36.1209878,-115.1517393,Las Vegas,89169-4925,A,0,INDIA PALACE BUFFET INDIA PALACE BUFFET
PR0105734,WESTERN LITTLE LEAGUE SNACK BAR,WESTERN LITTLE LEAGUE - DOC ROMEO,7400 Peak Dr,36.2100999,-115.2545716,Las Vegas,89128,A,0,WESTERN LITTLE LEAGUE SNACK BAR WESTERN LITTLE LEAGUE SNACK BAR
PR0105735,WESTERN LITTLE LEAGUE AIHR,WESTERN LITTLE LEAGUE - DOC ROMEO,7400 Peak Dr,36.2100999,-115.2545716,Las Vegas,89128,P,5,WESTERN LITTLE LEAGUE AIHR WESTERN LITTLE LEAGUE AIHR
PR0105739,CRUSH RESTAURANT,MGM - CRUSH @ MGM,3799 S LAS VEGAS Blvd,36.1033743,-115.1693962,Las Vegas,89109,A,8,CRUSH RESTAURANT CRUSH RESTAURANT
PR0105740,CRUSH PREP/WAREWASH,MGM - CRUSH @ MGM,3799 S LAS VEGAS Blvd,36.1033743,-115.1693962,Las Vegas,89109,A,3,CRUSH PREP/WAREWASH CRUSH PREPWAREWASH
PR0105742,CRUSH BAR #1,MGM - CRUSH @ MGM,3799 S LAS VEGAS Blvd,36.1033743,-115.1693962,Las Vegas,89109,A,3,CRUSH BAR #1 CRUSH BAR 1
PR0105743,CRUSH BAR #2,MGM - CRUSH @ MGM,3799 S LAS VEGAS Blvd,36.1033743,-115.1693962,Las Vegas,89109,A,0,CRUSH BAR #2 CRUSH BAR 2
PR0105744,NUTRITION MANAGEMENT SNACK BAR,NUTRITION MANAGEMENT LLC,43 S Stephanie St 150,36.0274682,-115.0494302,Henderson,89012-6042,A,3,NUTRITION MANAGEMENT SNACK BAR NUTRITION MANAGEMENT SNACK BAR
PR0105746,WAHOO'S FISH TACO,Wahoo's Fish Taco,76 W Horizon Ridge Pkwy A&B,36.0395247,-114.9817213,Henderson,89012,A,0,WAHOO'S FISH TACO WAHOOS FISH TACO
PR0105747,WAHOO'S FISH TACO BAR,Wahoo's Fish Taco,76 W Horizon Ridge Pkwy A&B,36.0395247,-114.9817213,Henderson,89012,A,8,WAHOO'S FISH TACO BAR WAHOOS FISH TACO BAR
PR0105749,CHEVRON CONVENIENCE STORE #208 SNACK BAR,Chevron Convenience Store,7310 S Las Vegas Blvd,36.0564713,-115.1716007,Las Vegas,89123-1007,A,6,CHEVRON CONVENIENCE STORE #208 SNACK BAR CHEVRON CONVENIENCE STORE 208 SNACK BAR
PR0105758,EL OSO POLAR   DELETED 8/20/13 KE,EL OSO POLAR,3965 E OWENS Ave 160,36.188247,-115.0908137,Las Vegas,89110,A,9,EL OSO POLAR   DELETED 8/20/13 KE EL OSO POLAR   DELETED 82013 KE
PR0105760,SIDRA MARKET MEAT MARKET,SIDRA MARKET,1725 E WARM SPRINGS Rd 10-11,36.0573012,-115.1285587,Las Vegas,89120,A,8,SIDRA MARKET MEAT MARKET SIDRA MARKET MEAT MARKET
PR0105761,ANDY'S TACO PUSF,ANDY'S TACOS,1550 N RANCHO,36.188149,-115.185191,Las Vegas,89106,C,27,ANDY'S TACO PUSF ANDYS TACO PUSF
PR0105774,ARIA MEDITERRANEAN RESTAURANT,ARIA MEDITERRANEAN RESTAURANT,230 S RAINBOW Blvd,36.1715383,-115.2442591,Las Vegas,89145,A,6,ARIA MEDITERRANEAN RESTAURANT ARIA MEDITERRANEAN RESTAURANT
PR0105778,ECHO & RIG RESTAURANT,ECHO & RIG,440 S RAMPART 120,36.1677356,-115.2872077,Las Vegas,89145,A,8,ECHO & RIG RESTAURANT ECHO  RIG RESTAURANT
PR0105779,ECHO & RIG RAW BAR,ECHO & RIG,440 S RAMPART 120,36.1677356,-115.2872077,Las Vegas,89145,A,3,ECHO & RIG RAW BAR ECHO  RIG RAW BAR
PR0105780,ECHO & RIG BAR,ECHO & RIG,440 S RAMPART 120,36.1677356,-115.2872077,Las Vegas,89145,A,6,ECHO & RIG BAR ECHO  RIG BAR
PR0105782,ECHO & RIG MEAT,ECHO & RIG,440 S RAMPART 120,36.1677356,-115.2872077,Las Vegas,89145,A,5,ECHO & RIG MEAT ECHO  RIG MEAT
PR0105785,HAKKASAN LVL 5 BAR 6 SVC BAR,MGM - HAKKASAN @ MGM GRAND,3799 S LAS VEGAS Blvd,36.1030179,-115.1676888,Las Vegas,89109,A,0,HAKKASAN LVL 5 BAR 6 SVC BAR HAKKASAN LVL 5 BAR 6 SVC BAR
PR0105792,EL POLLO MOBILE BBQ,EL POLLO MOBIL,4104 E Lake Mead Blvd,36.1959164,-115.0847658,Las Vegas,89115-6416,A,0,EL POLLO MOBILE BBQ EL POLLO MOBILE BBQ
PR0105794,Top Shelf Bar Catering,Top Shelf Bar Catering,303 S WATER St 130,36.0294916,-114.9794116,Henderson,89015,A,0,Top Shelf Bar Catering Top Shelf Bar Catering
PR0105795,DRAIS BAR 1 POOL,CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,3,DRAIS BAR 1 POOL DRAIS BAR 1 POOL
PR0105796,DRAIS BAR 2,CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,3,DRAIS BAR 2 DRAIS BAR 2
PR0105797,DRAIS BAR 4,CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,0,DRAIS BAR 4 DRAIS BAR 4
PR0105798,DRAIS SERVICE BAR 2,CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,0,DRAIS SERVICE BAR 2 DRAIS SERVICE BAR 2
PR0105799,DRAIS SERVICE BAR 3,CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,8,DRAIS SERVICE BAR 3 DRAIS SERVICE BAR 3
PR0105800,DRAIS SERVICE BAR 4,CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,3,DRAIS SERVICE BAR 4 DRAIS SERVICE BAR 4
PR0105803,DRAIS BAR 3 POOL (CABANA BAR),CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,8,DRAIS BAR 3 POOL (CABANA BAR) DRAIS BAR 3 POOL CABANA BAR
PR0105806,MCCARRAN SAMMYS WOODFIRED PIZZA - T1 D GATES,McCarran Host International,5757 Wayne Newton Blvd,36.0838389,-115.148385,Las Vegas,89111-5000,A,3,MCCARRAN SAMMYS WOODFIRED PIZZA - T1 D GATES MCCARRAN SAMMYS WOODFIRED PIZZA  T1 D GATES
PR0105807,MCCARRAN SAMMYS WOODFIRED PIZZA BAR,McCarran Host International,5757 Wayne Newton Blvd,36.0838389,-115.148385,Las Vegas,89111-5000,A,3,MCCARRAN SAMMYS WOODFIRED PIZZA BAR MCCARRAN SAMMYS WOODFIRED PIZZA BAR
PR0105811,LIQUOR LIBRARY SAMPLING,LIQUOR LIBRARY BAGGAGE CLAIM T1,5757 WAYNE NEWTON Blvd,36.087895,-115.1508892,Las Vegas,89119,A,0,LIQUOR LIBRARY SAMPLING LIQUOR LIBRARY SAMPLING
PR0105823,DIAZ PRODUCE,DIAZ PRODUCE,2930 N Las Vegas Blvd,36.2129174,-115.1013598,North Las Vegas,89030,A,0,DIAZ PRODUCE DIAZ PRODUCE
PR0105825,DRAIS SERVICE BAR 5,CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,3,DRAIS SERVICE BAR 5 DRAIS SERVICE BAR 5
PR0105826,DRAIS SERVICE BAR 6,CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,3,DRAIS SERVICE BAR 6 DRAIS SERVICE BAR 6
PR0105827,TACO AZTECA #2,TACO AZTECA #2,5871 E LAKE MEAD Blvd C,36.1961952,-115.044658,Las Vegas,89156,A,6,TACO AZTECA #2 TACO AZTECA 2
PR0105829,DRAIS SUPPORT KITCHEN FL 10,CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,6,DRAIS SUPPORT KITCHEN FL 10 DRAIS SUPPORT KITCHEN FL 10
PR0105847,YES! PHO,YES! PHO,7425 S DURANGO,36.0533813,-115.2795528,Las Vegas,89113,A,0,YES! PHO YES PHO
PR0105851,RACHELS KITCHEN GATE D6,RACHEL'S KITCHEN AT MCCARRAN AIRPORT,5757 WAYNE NEWTON Blvd,36.0849929,-115.1511348,Las Vegas,89119,A,3,RACHELS KITCHEN GATE D6 RACHELS KITCHEN GATE D6
PR0105852,PH SHIVER BAR,PLANET HOLLYWOOD RESORT AND CASINO,3667 S Las Vegas Blvd,36.1107942,-115.1707776,Las Vegas,89109-4331,A,0,PH SHIVER BAR PH SHIVER BAR
PR0105855,SPRINGS EXPRESS,CULINARY ARTS CATERING,1001 S VALLEY VIEW,36.1591377,-115.1923449,Las Vegas,89153,A,5,SPRINGS EXPRESS SPRINGS EXPRESS
PR0105857,LAZEEZ,LAZEEZ,8560 W DESERT INN Rd,36.1300289,-115.2777727,Las Vegas,89128,A,0,LAZEEZ LAZEEZ
PR0105872,ART OF FLAVORS,ART OF FLAVORS,1616 S LAS VEGAS Blvd 130,36.1512851,-115.1525326,Las Vegas,89104,A,3,ART OF FLAVORS ART OF FLAVORS
PR0105875,DORAL ACADEMY KITCHEN,DORAL ACADEMY - SADDLE CAMPUS,9625 W SADDLE Ave,36.1162533,-115.3024417,Las Vegas,89147,A,0,DORAL ACADEMY KITCHEN DORAL ACADEMY KITCHEN
PR0105888,SURF CITY SNOW #3 AILR,SURF CITY SNOW,850 N LAS VEGAS,36.179366,-115.130373,Las Vegas,89101,A,3,SURF CITY SNOW #3 AILR SURF CITY SNOW 3 AILR
PR0105890,DRAIS KITCHEN FL 10,CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,0,DRAIS KITCHEN FL 10 DRAIS KITCHEN FL 10
PR0105891,DRAIS PREP/PIZZA FL 10,CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,0,DRAIS PREP/PIZZA FL 10 DRAIS PREPPIZZA FL 10
PR0105892,DRAIS ICE/SERVERS STATION FL 10,CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,6,DRAIS ICE/SERVERS STATION FL 10 DRAIS ICESERVERS STATION FL 10
PR0105893,DRAIS SERVICE BAR KITCHEN FL 10,CROMWELL - DRAIS NIGHTCLUB,3595 S LAS VEGAS Blvd,36.1150489,-115.1718308,Las Vegas,89109,A,3,DRAIS SERVICE BAR KITCHEN FL 10 DRAIS SERVICE BAR KITCHEN FL 10
PR0105897,SUBWAY #53282 BALLYS,BALLYS - SUBWAY #53282,3645 S LAS VEGAS Blvd,36.1144707,-115.1692922,Las Vegas,89102,A,6,SUBWAY #53282 BALLYS SUBWAY 53282 BALLYS
PR0105904,JIMMY JOHN'S,JIMMY JOHN'S,9985 S EASTERN 100,36.006758,-115.116175,Las Vegas,89183,A,3,JIMMY JOHN'S JIMMY JOHNS
PR0105906,E'S PILIPINO RESTAURANT,E'S PILIPINO MARKET,2041 N JONES 107,36.1968107,-115.2224115,Las Vegas,89108,A,6,E'S PILIPINO RESTAURANT ES PILIPINO RESTAURANT
PR0105907,MARIE CALLENDER'S #245 COOKLINE/PREP LINE,Marie Callender's #245,530 N Stephanie St,36.0595954,-115.04577,Henderson,89014,A,5,MARIE CALLENDER'S #245 COOKLINE/PREP LINE MARIE CALLENDERS 245 COOKLINEPREP LINE
PR0105916,CJ'S ITALIAN ICE AND CUSTARD - MOBILE,Cj's Italian Ice,3555 S Durango B100,36.1248977,-115.2791715,Las Vegas,89147,A,3,CJ'S ITALIAN ICE AND CUSTARD - MOBILE CJS ITALIAN ICE AND CUSTARD  MOBILE
PR0105918,UNITED NISSAN SNACK BAR,United Nissan,3025 E SAHARA,36.143292,-115.108703,Las Vegas,89104,A,3,UNITED NISSAN SNACK BAR UNITED NISSAN SNACK BAR
PR0105919,FILLS CONVENIENCE STORE SNACK BAR,Fills Convenience Store,6985 S Rainbow Blvd 200,36.062151,-115.24266,Las Vegas,89118-3282,A,0,FILLS CONVENIENCE STORE SNACK BAR FILLS CONVENIENCE STORE SNACK BAR
PR0105921,CAFE DE CEBU BBQ,CAFE DE CEBU,6680 W FLAMINGO Rd 12,36.1150396,-115.2379494,Las Vegas,89103,A,3,CAFE DE CEBU BBQ CAFE DE CEBU BBQ
PR0105923,TARGET T826 STARBUCKS,Target T826,3210 N Tenaya Way,36.2191796,-115.2491911,Las Vegas,89129-6239,A,0,TARGET T826 STARBUCKS TARGET T826 STARBUCKS
PR0105925,ROCKSTAR SNOWCONES PUSF TRAILER,ROCKSTAR SNOWCONES,50 AURA DE BLANCO 7204,36.030943,-115.052144,Henderson,89074,A,3,ROCKSTAR SNOWCONES PUSF TRAILER ROCKSTAR SNOWCONES PUSF TRAILER
PR0105926,FRUIT ZONE SEASONAL (4/30/13 - 12/30/13)  DEL 9/11/13,FRUIT ZONE,2219 E FREMONT,36.1598924,-115.1185628,Las Vegas,89101,A,3,FRUIT ZONE SEASONAL (4/30/13 - 12/30/13)  DEL 9/11/13 FRUIT ZONE SEASONAL 43013  123013  DEL 91113
PR0105927,SINALOA TACOS PUSF,SINOLOA TACOS,2027 N Decatur Blvd,36.195772,-115.206461,Las Vegas,89108,A,8,SINALOA TACOS PUSF SINALOA TACOS PUSF
PR0105928,COLD STONE CREAMERY MOBILE TRUCK,Cold Stone Creamery,1311 W Sunset Rd,36.063161,-115.043594,Henderson,89014-6765,A,0,COLD STONE CREAMERY MOBILE TRUCK COLD STONE CREAMERY MOBILE TRUCK
PR0105936,WPBL ARENA - SNACK BAR,WPBL ARENA,6745 SURREY St,36.067259,-115.124111,Las Vegas,89119,A,0,WPBL ARENA - SNACK BAR WPBL ARENA  SNACK BAR
PR0105937,VENETIAN RIVA HOTLINE,VENETIAN HOTEL & CASINO,3355 S Las Vegas Blvd,36.1214517,-115.1696112,Las Vegas,89109-8941,A,0,VENETIAN RIVA HOTLINE VENETIAN RIVA HOTLINE
PR0105938,VENETIAN RIVA PREP/STORAGE,VENETIAN HOTEL & CASINO,3355 S Las Vegas Blvd,36.1214517,-115.1696112,Las Vegas,89109-8941,A,0,VENETIAN RIVA PREP/STORAGE VENETIAN RIVA PREPSTORAGE
PR0105939,PALAZZO SOLARO HOT LINE,PALAZZO HOTEL & CASINO,3325 S Las Vegas Blvd,36.1242284,-115.1684696,Las Vegas,89109-1414,A,6,PALAZZO SOLARO HOT LINE PALAZZO SOLARO HOT LINE
PR0105940,PALAZZO SOLARO PREP/STORAGE,PALAZZO HOTEL & CASINO,3325 S Las Vegas Blvd,36.1242284,-115.1684696,Las Vegas,89109-1414,A,6,PALAZZO SOLARO PREP/STORAGE PALAZZO SOLARO PREPSTORAGE
PR0105943,CAN'T DUTCH THIS AILR,CAN'T DUTCH THIS,439 ROCK QUARRY Way,36.143537,-115.124848,Las Vegas,89127,P,5,CAN'T DUTCH THIS AILR CANT DUTCH THIS AILR
PR0105947,VEGAS EXPRESS MART #1 - TACO TIME PORTABLE OUTSIDE UNIT,VEGAS EXPRESS GAS MART #1,1591 N Decatur Blvd,36.1878585,-115.2064934,Las Vegas,89108-1204,A,0,VEGAS EXPRESS MART #1 - TACO TIME PORTABLE OUTSIDE UNIT VEGAS EXPRESS MART 1  TACO TIME PORTABLE OUTSIDE UNIT
PR0105954,TAIGA,TAIGA,3130 E SUNSET Rd,36.0719464,-115.1067983,Las Vegas,89120,A,5,TAIGA TAIGA
PR0105955,K-BOP RESTAURANT - DELETED 8/5/15 PK,K-BOP RESTAURANT,4235 S FORT APACHE Rd 260,36.1121198,-115.2979189,Las Vegas,89107,A,3,K-BOP RESTAURANT - DELETED 8/5/15 PK KBOP RESTAURANT  DELETED 8515 PK
PR0105957,DUDE WHERE'S MY HOTDOG,DUDE WHERE'S MY HOTDOG,640 N EASTERN,36.175599,-115.115738,Las Vegas,89101,A,6,DUDE WHERE'S MY HOTDOG DUDE WHERES MY HOTDOG
PR0105963,WESTGATE HOTEL AILR,WESTGATE HOTEL AND CASINO,3000 S Paradise Rd,36.1362575,-115.1512526,Las Vegas,89109-1287,P,3,WESTGATE HOTEL AILR WESTGATE HOTEL AILR
PR0105969,WET N WILD DIPPIN DOTS #1 KIOSK PUSF,WET N WILD,7055 S FORT APACHE Rd,36.0585365,-115.3003534,Las Vegas,89148,A,5,WET N WILD DIPPIN DOTS #1 KIOSK PUSF WET N WILD DIPPIN DOTS 1 KIOSK PUSF
PR0105970,COWABUNGA BAY DIPPIN DOTS #1 KIOSK PUSF,COWABUNGA BAY WATER PARK,900 GALLERIA Dr,36.0709093,-115.0246822,Henderson,89011,A,0,COWABUNGA BAY DIPPIN DOTS #1 KIOSK PUSF COWABUNGA BAY DIPPIN DOTS 1 KIOSK PUSF
PR0105972,MARISCOS MASATLAN RESTAURANT,MARISCOS MAZATLAN,1961 E CHARLESTON,36.1589739,-115.1218305,Las Vegas,89104,A,8,MARISCOS MASATLAN RESTAURANT MARISCOS MASATLAN RESTAURANT
PR0105975,SIN CITY CUPCAKES AILR,SIN CITY CUPCAKES,1114 S RAINBOW Blvd,36.1587535,-115.24355,Las Vegas,89146,P,0,SIN CITY CUPCAKES AILR SIN CITY CUPCAKES AILR
PR0105978,SPARKLES CAR WASH - SNACK BAR,SPARKLES CAR WASH,9780 W TROPICANA Ave,36.1006483,-115.305866,Las Vegas,89147,A,3,SPARKLES CAR WASH - SNACK BAR SPARKLES CAR WASH  SNACK BAR
PR0105979,GAIA HOMEMADE,GAIA HOMEMADE FARMERS MARKET SAMPLING,5555 W CHARLESTON,36.15874,-115.217765,Las Vegas,89146,N,0,GAIA HOMEMADE GAIA HOMEMADE
PR0105984,COLDSTONE CREAMERY,COLDSTONE CREAMERY,5841 E Charleston Blvd 210,36.1580626,-115.0462282,Las Vegas,89142,A,6,COLDSTONE CREAMERY COLDSTONE CREAMERY
PR0105987,CRAZY HORSE TOO MAIN BAR,CRAZY HORSE TOO,2476 INDUSTRIAL Rd,36.1445017,-115.1649514,Las Vegas,89104,A,0,CRAZY HORSE TOO MAIN BAR CRAZY HORSE TOO MAIN BAR
PR0105990,PANDA EXPRESS #2232,PANDA EXPRESS #2232,6587 S LAS VEGAS 185,36.0672476,-115.1722326,Las Vegas,89119,A,0,PANDA EXPRESS #2232 PANDA EXPRESS 2232
PR0105992,TROPICAL ICE CREAM TRUCK #2,TROPICAL ICE CREAM,2850 E Charleston Blvd,36.1592253,-115.1097387,Las Vegas,89104-2307,A,3,TROPICAL ICE CREAM TRUCK #2 TROPICAL ICE CREAM TRUCK 2
PR0105994,THREE SQUARE CATERING,THREE SQUARE - SFSP,4190 N PECOS Rd,36.2354927,-115.0976015,Las Vegas,89115,A,0,THREE SQUARE CATERING THREE SQUARE CATERING
PR0105995,YARD HOUSE RESTAURANT,LINQ - YARD HOUSE,3545 S LAS VEGAS Blvd L17,36.1176611,-115.1727833,Las Vegas,89111,A,8,YARD HOUSE RESTAURANT YARD HOUSE RESTAURANT
PR0105996,YARD HOUSE PREP KITCHEN,LINQ - YARD HOUSE,3545 S LAS VEGAS Blvd L17,36.1176611,-115.1727833,Las Vegas,89111,A,6,YARD HOUSE PREP KITCHEN YARD HOUSE PREP KITCHEN
PR0105997,YARD HOUSE PANTRY,LINQ - YARD HOUSE,3545 S LAS VEGAS Blvd L17,36.1176611,-115.1727833,Las Vegas,89111,A,6,YARD HOUSE PANTRY YARD HOUSE PANTRY
PR0105998,YARD HOUSE MAIN BAR EAST,LINQ - YARD HOUSE,3545 S LAS VEGAS Blvd L17,36.1176611,-115.1727833,Las Vegas,89111,A,3,YARD HOUSE MAIN BAR EAST YARD HOUSE MAIN BAR EAST
PR0105999,YARD HOUSE MAIN BAR WEST & SVC. STATION,LINQ - YARD HOUSE,3545 S LAS VEGAS Blvd L17,36.1176611,-115.1727833,Las Vegas,89111,A,8,YARD HOUSE MAIN BAR WEST & SVC. STATION YARD HOUSE MAIN BAR WEST  SVC STATION
PR0106000,YARD HOUSE TO GO BAR,LINQ - YARD HOUSE,3545 S LAS VEGAS Blvd L17,36.1176611,-115.1727833,Las Vegas,89111,A,0,YARD HOUSE TO GO BAR YARD HOUSE TO GO BAR
PR0106003,TROPICANA EXPRESS POOLSIDE CAFE,Tropicana Express Hotel & Casino,2121 S Casino Dr,35.1583057,-114.5772775,Laughlin,89029-1519,A,10,TROPICANA EXPRESS POOLSIDE CAFE TROPICANA EXPRESS POOLSIDE CAFE
PR0106015,ALOHA KITCHEN AIHR,ALOHA KITCHEN,4745 S Maryland Pkwy,36.1035184,-115.1377866,Las Vegas,89119-6315,P,3,ALOHA KITCHEN AIHR ALOHA KITCHEN AIHR
PR0106022,VARIETY FOOD COURT BBQ,VARIETY FOOD COURT,1216 W Owens,36.1885256,-115.1575424,Las Vegas,89106,A,0,VARIETY FOOD COURT BBQ VARIETY FOOD COURT BBQ
PR0106024,SLS POOL SOUTH SERVICE BAR,SLS LAS VEGAS,2535 S LAS VEGAS Blvd,36.1423378,-115.1563054,Las Vegas,89109-1137,A,0,SLS POOL SOUTH SERVICE BAR SLS POOL SOUTH SERVICE BAR
PR0106025,SLS FOXTAIL SOUTHEAST BAR,SLS LAS VEGAS,2535 S LAS VEGAS Blvd,36.1423378,-115.1563054,Las Vegas,89109-1137,A,0,SLS FOXTAIL SOUTHEAST BAR SLS FOXTAIL SOUTHEAST BAR
PR0106027,SLS FOXTAIL SOUTHEAST SERVICE BAR,SLS LAS VEGAS,2535 S LAS VEGAS Blvd,36.1423378,-115.1563054,Las Vegas,89109-1137,A,3,SLS FOXTAIL SOUTHEAST SERVICE BAR SLS FOXTAIL SOUTHEAST SERVICE BAR
